examen_id,intrebare_text,varianta_a,varianta_b,varianta_c,raspuns_corect
"1","O reţea electricã trifazatã de medie tensiune are neutrul transformatoarelor tratat prin bobina. Pentru regimul normal de funcţionare sa se precizeze efectul bobinei:","deplasarea neutrului","creşterea curenţilor de scurtcircuit","nici un efect","c"
"1","O siguranţa mai mare în alimentarea consumatorilor de energie electrica se realizează prin:","reţele radiale","reţele buclate cu funcţionare radialã","reţele buclate","c"
"1","Mărimea adimensională care reprezintă variaţia pe care o suferă amplitudinea şi faza undei de tensiune sau curent când parcurge 1 km de linie (lungă ) se numeşte:","constanta de propagare a liniei","constanta de atenuare a liniei","constanta de distorsiune a liniei","a"
"1","Mărimea caracteristică circuitelor magnetice şi care este analoagă cu rezistenţa circuitelor electrice se numeşte:","impedanţă","reluctanţă","permeanţă","b"
"1","Mărimea periodică alternativă este o mărime a cărei valoare medie în decursul unei perioade este egală cu:","1","0","1,5","b"
"1","Mărirea cuplului de pornire şi micşorarea curentului de pornire la motoarele asincrone cu rotorul în scurtcircuit se face:","prin deconectarea şi reconectarea lor la reţeaua de alimentare","prin utilizarea motoarelor cu rotorul în dublă colivie","prin utilizarea motoarelor cu rotorul în colivie cu bare înalte","c"
"1","Pe liniile electrice de înaltă tensiune, unde se preferă montarea transformatoarelor de curent ?:","între barele colectoare şi separatorul de bare;","între separatorul de bare şi întreruptor;","între întreruptor şi separatorul de linie.","c"
"1","Metoda transfigurării reţelelor electrice este folosita pentru a:","reduce pierderile de putere activa în reţea","simplifica structura reţelelor echivalente pentru a reduce volumul de calcule","diminua consumul specific de material conductor","b"
"1","Miezul magnetic al rotorului unei maşini electrice asincrone se realizează din tole pentru:","reducerea curenţilor turbionari","reducerea tensiunii electromotoare induse","din motive constructive","a"
"1","Montajul fix al aparatelor în interiorul celulelor conduce la:","realizări constructive simple, fără blocaje suplimentare;","reducerea dimensiunilor celulelor;","reducerea timpului necesar reviziilor şi reparaţiilor.","a"
"1","Motoarele sincrone se utilizează rar pentru antrenarea mecanismelor de servicii proprii din centralele electrice deoarece:","nu permit variaţia turaţiei în limite largi","excitatoarea cu colector din circuitul acestora este un element puţin fiabil","au randament mai mic decât al celorlalte tipuri de motoare","a"
"1","Nivelul de tensiune în sistem se reglează prin:","încărcarea generatoarelor cu putere activa","încărcarea generatoarelor cu putere reactiva","utilizare de compensatoare","c"
"1","O linie electrică foarte lungă se comportă ca o linie adaptată:","dacă alimentează un receptor cu impedanţă egală cu impedanţa sa caracteristică","dacă funcţionează în scurtcircuit","dacă funcţionează în gol","a"
"1","O linie electrică lungă funcţionând în gol:","produce putere reactivă","absoarbe putere reactivă","nu produce şi nu absoarbe putere reactivă","a"
"1","O linie electrică lungă funcţionând în scurtcircuit:","absoarbe putere reactivă","produce putere reactivă","nu produce şi nu absoarbe putere reactivă","a"
"1","O protecţie este selectivă atunci când:","deconectează numai consumatorul defect","deconectează toţi consumatorii","deconectează o jumătate dintre consumatori","a"
"1","Pe măsură ce creşte tensiunea la care se realizează instalaţiile electrice, costul pierderilor de putere Cp este:","constant","crescător","descrescător","c"
"1","Pe schema de mai sus sunt aparate în plus ?","nu;","da, separatorul S1;","da, separatorul S2","c"
"1","Între două noduri oarecare A şi B ale unei reţele electrice active, o sursă de tensiune, de forţă electromotoare E şi fără impedanţă interioară, dar legată în serie cu o impedanţă Z, poate fi înlocuită cu o sursă de curent, de intensitate J şi fără admitanţă interioară, şuntată cu admitanţa Y, fără ca parametrii electrici la bornele A şi B - tensiunea la borne şi curentul debitat prin aceste borne- să se schimbe, dacă sunt îndeplinite condiţiile:","Z Y = 1","J=YE","Z=Y","b"
"1","Pentru limitarea curenţilor de scurtcircuit, puterea totalã instalatã într-o staţie trebuie:","mărită","micşorată","divizatã în mai multe unităţi","b"
"1","Pentru materialele magnetice, relaţia dintre inducţia magnetică şi intensitatea câmpului magnetic:","este liniară","este o egalitate","este neliniară","c"
"1","Pierderea de putere activa într-un element de reţea (transformator, LEA, LEC) , la aceeaşi putere aparentã vehiculatã, este direct proportionalã cu:","pătratul frecventei","pătratul tensiunii reţelei","pătratul curentului","c"
"1","Pe schema de mai sus sunt aparate în plus ?","nu;","da, separatorul S2;","da, separatorul S1","a"
"1","Care dintre urmatoarele enunturi nu este adevarat:","energia electrica tranzitata printr-un circuit este produsul dintre puterea medie si timpul de functionare;","energia electrica tranzitata printr-un circuit este produsul dintre puterea maxima si timpul de functionare","energia electrica tranzitata printr-un circuit este produsul dintre puterea maxima si timpul de utilizare al puterii maxime.","a"
"1","Pentru calculul curenţilor de scurtcircuit într-o reţea prin metoda componentelor simetrice, reţeaua inversă (negativă) se compune din:","impedanţe identice cu ale reţelei directe (pozitive) pentru elemente statice","impedanţe diferite de ale reţelei directe (pozitive) pentru maşini rotative","impedanţe diferite de ale reţelei directe (pozitive) pentru elemente statice","b"
"1","Pentru limitarea curenţilor de scurtcircuit se utilizează bobine:","înseriate pe circuit, monofazate, fără miez de fier, răcite cu aer (uscate), de tip interior;","racordate în derivaţie pe circuit, monofazate, fără miez de fier, răcite cu aer (uscate), de tip interior;","înseriate pe circuit, monofazate, cu miez de fier, răcite cu ulei, de tip interior;","a"
"1","Puterea electrică reactivă:","permite definirea limitelor de utilizare ale unui aparat electric","produce transformarea energiei electrice în energie mecanică","este variaţia în timp a energiei magnetice şi electrice","c"
"1","Puterea nominala a unui motor electric se defineşte astfel:","puterea activã absorbitã de motor de la reţea când este alimentat la Un si absoarbe In","puterea activã transmisã prin întrefierul motorului când este alimentat la Un si absoarbe In","puterea mecanicã debitatã de motor la arbore când este alimentat la Un si absoarbe In","c"
"1","Pentru micşorarea pierderilor de putere prin curenţi turbionari în piesele metalice mari parcurse de fluxuri magnetice variabile:","se execută piesele metalice din tole de oţel subţiri izolate între ele","se realizează piesele din tole cu adaus de siliciu pentru mărirea rezistivităţii","se evită plasarea pieselor metalice masive în câmpuri magnetice variabile","b"
"1","Pentru o linie electrică lungă care alimentează un receptor ce are impedanţa egală cu impedanţa caracteristică a liniei, puterea activă la extremitatea receptoare:","se numeşte putere caracteristică sau putere naturală","este independentă de lungimea liniei","este independentă de tensiunea liniei","a"
"1","Pentru o linie electrică care alimentează un receptor ce are impedanţa egală cu impedanţa caracteristică a liniei:","energiile reactive, inductivă şi capacitivă, se compensează","energia reactivă inductivă este mai mare decât cea capacitivă","energia reactivă capacitivă este mai mare decât cea inductivă","a"
"1","Pentru o putere aparenta data puterea activa are valoarea maxima:","când factorul de putere =1","când factorul de putere = 0","când U = U max","a"
"1","Permeabilitatea este o mărime:","magnetică","electrică","mecanică","a"
"1","Permitivitatea este o mărime:","electrică","magnetică","chimică","a"
"1","Regulatorul automat de tensiune (RAT) asigurã:","deconectarea automatã a liniilor la suprasarcinã","conectarea automatã a unui transformator de rezervã","modificarea curentului (tensiunii) de excitaţie la generatoarele sincrone","c"
"1","Pierderile de putere activã si reactivã pe o linie electricã, la aceeaşi putere aparentã vehiculatã, sunt invers proporţionale cu:","pătratul curentului","pătratul tensiunii","pătratul puterii active","a"
"1","Pierderile de putere într-o linie electrică prin care se transportă o putere activă P la un factor de putere = 0,9, faţă de cazul când se transportă aceeaşi putere la un factor de putere = 0,8 sunt:","mai mici","egale","mai mari","a"
"1","Potenţialul electrostatic în punctul M este :","lucrul mecanic care trebuie produs spre a transporta unitatea de sarcină pozitivă de la infinit până în punctul M.","forţa care este necesară pentru a transporta unitatea de sarcină pozitivă de la infinit până în punctul M","forţa care este necesară pentru a transporta unitatea de sarcină pozitivă din punctul M până la infinit","a"
"1","Prima lege a lui Kirchhoff, pentru o reţea electrică buclată cu N noduri, ne dă, pentru curenţii care circulă prin reţea:","N-1 relaţii distincte","N relaţii distincte","N+1 relaţii distincte","a"
"1","Prin adăugarea, pe toate laturile pornind din acelaşi nod al unei reţele buclate, a unor forţe electromotoare (f.e.m.) egale şi la fel orientate faţă de nod (teorema lui Vaschy):","circulaţia de curenţi existentă anterior în reţea nu se modifică","se pot modifica curenţii din laturile cu f.e.m. adăugate","se modifică circulaţia de curenţi din laturile pe care nu se adaugă f.e.m.","a"
"1","Principalele elemente feromagnetice sunt:","Fierul, nichelul şi cobaltul","Fierul, cuprul, zincul","Fierul, aluminiul, cuprul","a"
"1","Principalele funcţii ale carcasei unei celule electrice sunt","protecţia persoanelor împotriva atingerii accidentale a pieselor aflate sub tensiune în funcţionare normală sau a pieselor în mişcare din interiorul învelişului;","protecţia echipamentului electric împotriva pătrunderii corpurilor străine şi a umezelii;","protecţia echipamentului electric împotriva supratensiunilor.","b"
"1","Principalul avantaj al motoarelor asincrone cu rotorul în scurtcircuit cu simplă colivie îl constituie:","curentul mic de pornire","pornirea fără dispozitiv de pornire","cuplul de pornire foarte bun","b"
"1","Principalul avantaj al motoarelor de curent continuu îl constituie faptul că:","permit reglarea în limite largi a turaţiei","nu necesită întreţinere permanentă","prezintă o construcţie simplă şi robustă","a"
"1","Rezistenţa echivalentă a două rezistenţe cu valori diferite montate în paralel este:","mai mare decât rezistenţa mai mare","mai mică decât rezistenţa mai mică","egală cu suma rezistenţelor","b"
"1","Printre factorii care pot provoca o micşorare nedorită a nivelului de izolare din instalaţiile capsulate cu SF6 se pot număra:","produse de descompunere ale SF6 şi compuşii lor cu materiale izolante sau metale, sub influenţa umidităţii;","impurităţi ca urmare a unui montaj necorespunzător (dacă montajul se face cu mâini murdare, transpirate, urme de grăsime, praf de diferite feluri şi mai ales pilituri metalice);","umiditatea reziduală scăzută a gazului izolant","c"
